Title,Content,Country,Type,year,country,Image,
Τα καλά νέα Κονγκό - Βοήθεια στην φτωχική χώρα Ουβίρα,"Με πολλή χαρά, συνεχίζουμε το πρόγραμμα των «Ανθρώπων αγάπης» «βοήθεια για βοήθεια» στην πόλη Ουβίρα που ξεκίνησε το καλοκαίρι του 2014.
Ο π.Δημήτριος είναι ο καλός μας άνθρωπος στην Ουβίρα που κάνει σπουδαίο έργο για τους ανθρώπους της Ουβίρα και κυρίως για τα παιδιά και τις γυναίκες.",Κονγκo,News,2016,Κονγκo,DSC07005.JPG,
Τα καλά νέα Ουγκάντα - Βοήθεια στο Μοναστήρι της Γερόντισσας Μαρίας στο Monde,"Στο Monde στη μικρή αυτή πόλη, η γερόντισσα Μαρία, που έζησε πολλά χρόνια στην Ελλάδα στο μοναστήρι «Χρυσοπηγή» στα Χανιά της Κρήτης και μιλάει πολύ καλά Ελληνικά, μεγαλώνει δώδεκα (12) ορφανά παιδιά στο μοναστήρι της, με μεγάλη αφοσίωση και αγάπη.
Νιώθουμε μεγάλη χαρά που βοηθάμε οικονομικά τη Γερόντισσα Μαρία στο μεγάλο και δύσκολο έργο της.",Ουγκαντα,News,2016,Ουγκαντα,,
Τα καλά νέα Ουγκάντα - Βοήθεια στο «Hopeful Future Secondary school»,"Με τη βοήθεια του καλού μας Επίσκοπο κ.Ιννοκέντιου βοηθάμε το
«Hopeful Future Secondary school».
Πρόσφατα στείλαμε χρήματα και αγοράστηκαν 14 ηλεκτρονικοί υπολογιστές για τους φοιτητές και ραπτομηχανές για  τις φοιτήτριες του σχολείου.
Ο κ. Kombe Theodoros Lyazi, διευθυντής του «Hopeful Future Secondary school», συγκινημένος μας έστειλε αυτό το όμορφο e-mail για να μας εκφράσει τη χαρά του γι’ αυτό το σπουδαίο δώρο.",Ουγκαντα,News,2016,Ουγκαντα,002.jpg,
Τα καλά νέα Ρουάντα - Πραγματικότητα ο Ναός της Αγίας Τριάδος,"Ένα άλλο μεγάλο μας όνειρο πραγματοποιείται στη Ρουάντα, τη μικρή αυτή χώρα της Αφρικής που βρίσκεται δίπλα στο Μπουρούντι.
Ο Ναός της Αγίας Τριάδος που ξεκίνησε το 2012 ολοκληρώνεται σιγά- σιγά με τη βοήθεια των «Ανθρώπων αγάπης» και άλλων ανθρώπων.
Νιώθουμε μεγάλη ευλογία, δυνατή χαρά και συγκίνηση γιατί ο Ναός της Αγίας Τριάδος θα είναι ο πρώτος Ορθόδοξος Χριστιανικός Ναός σ’ αυτή τη χώρα.
Οι άνθρωποι της Ρουάντα διψούν για Ορθοδοξία και ο Επίσκοπος κ.Ιννοκέντιος είναι ο καλός τους ποιμένας, ο καλός τους πατέρας, που με δυνατή πίστη, μεγάλη αγάπη, υπομονή και ταπείνωση οδηγεί μικρούς και μεγάλους στην Ορθόδοξη Χριστιανική πίστη.",Ρουαντα,News,2016,Ρουαντα,Ρουάντα1.JPG,
Τα καλά νέα Μπουρούντι - Δημιουργία Γυμνασίου,"Το όνειρό μας να δημιουργήσουμε ένα Γυμνάσιο δίπλα στο Δημοτικό σχολείο μας στην Μπουραμάτα, γίνεται πραγματικότητα. Με τη βοήθεια των «Ανθρώπων αγάπης» αλλά και άλλων καλών ανθρώπων ξεκίνησε να χτίζεται το Γυμνάσιο και το Σεπτέμβριο του 2016 θα λειτουργήσει η Α΄ τάξη.
Η χαρά όλων μας, ιδιαίτερα των παιδιών και των γονιών τους είναι πολύ δυνατή.
Τα  παιδιά του Δημοτικού, θα συνεχίσουν την εκπαίδευσή τους, θα συνεχίσουν να ελπίζουν για ένα καλύτερο μέλλον. Χωρίς αυτό το σχολείο, τα όνειρά τους θα σταματούσαν στο Δημοτικό, αφού το πιο κοντινό Γυμνάσιο βρίσκεται 3.000μ. μακριά.",Μπουρουντι,News,2016,Μπουρουντι,P1010165.JPG,
Επίσκεψη στην Αθήνα Επισκόπου Μπουρούντι -Ρουάντα κ.Ιννοκέντιου 2016,"Με ιδιαίτερη χαρά δεχτήκαμε, πριν λίγες ημέρες κοντά μας, τον Επίσκοπο Μπουρούντι- Ρουάντα κ. Ιννοκέντιο.
Με τη βοήθεια του καλού μας Επισκόπου, συνεχίζουμε το Ιεραποστολικό μας έργο στο Μπουρούντι, στη Ρουάντα αλλά και στο Κογκό και στην Ουγκάντα.
Ο Επίσκοπος γεννήθηκε στην Ουγκάντα κι έχει δεσμούς οικογενειακούς και φιλικούς με πολλά ιδρύματα, σχολεία, μοναστήρια και απλούς ανθρώπους.
Όλοι τον αγαπάνε για τη βοήθειά του αλλά και για την ευγενική, όμορφη καρδιά του, τη γεμάτη αγάπη για όλους.",Ελλάδα,News,2016,Ελλάδα,Επίσκεψη κ.Ιννοκέντιου 30-3-16_25.jpg,
Ευχαριστήριο e-mail από τον π.Βασίλειο στο Μπουρούντι,"Le Christ est ressuscite , Maman. Nous sommes bien portant avec tous les enfants qui vous saluent. Nous disons merci beaucoup pour cette aide et pour votre amour envers nous. Nous vous souhaitons beaucoup d'annees et une bonne sante dans votre vie.
Votre enfant indigne P. Basile Bonane.
Merci .",Μπουρουντι,News,2016,Μπουρουντι,,
"Ευχαριστήριο e-mail από την Ουγκάντα και τον Kome Thedoros lyazi για τα χρήματα που πρόσφεραν οι 'Άνθρωποι αγάπης""","hullo Mother, we were profoundly very grateful for the great gift you sent to us. Bishop Innocent arrived well, he called me and gave me a big surprise of 2500 Uros to buy coumputers and sewing machines. the happiness was for everyone, the staff and students were also very happy. pray for  and all the members of your organization.
thank and thank you verymuch
yours
Kome Thedoros lyazi",Ουγκαντα,News,2016,Ουγκαντα,,
Παιχνίδια με τα παιδιά των προσφύγων στην Αθήνα.,"Φίλοι και μέλη των << Ανθρώπων αγάπης >> βρεθήκαμε κοντά στα παιδιά των προσφύγων που μένουν στον Πειραιά, το απόγευμα της Κυριακής 10 Απριλίου και την Τρίτη 19 Απριλίου.
Παίξαμε όλοι μαζί χαρούμενα παιχνίδια, μιλώντας με τα παιδιά την παγκόσμια γλώσσα της καρδιάς και της αγάπης!
Νιώσαμε τη χαρά που δίνει η τρυφερή καρδιά των παιδιών, όλων των παιδιών του κόσμου που λαχταρούν για χαρά, παιχνίδια, δώρα, φροντίδα, σπίτι, αγάπη!
Περάσαμε ένα θαυμάσιο απόγευμα μαζί με αυτά τα όμορφα παιδιά και υποσχεθήκαμε να βρεφούμε ξανά κοντά τους.
Ευχή μας, κάθε παιδί να ζει χαρούμενο με την οικογένειά του!",Ελλάδα,News,2016,Ελλάδα,Παιχνίδι με τα προσφυγόπουλα_05.jpg,
Συνάντηση με τον επίσκοπο κ.Ιννοκέντιο,"Την Τετάρτη 30 Μαρτίου 2016, πραγματοποιήθηκε η συνάντηση των μελών και φίλων των ""Ανθρώπων αγάπης"" με τον Επίσκοπο Μπουρούντι-Ρουάντα κ.Ιννικέντιο. Η κ.Χατζήβεη ευχαρίστησε τον καλό μας Επίσκοπο που διακονεί με τόση μεγάλη αγάπη και αφοσίωση τα παιδιά και το λαό του στο Μπουρούντι και στη Ρουάντα και για τη μεγάλη του βοήθειαστο έργο των ""Ανθρώπων αγάπης"" στην Αφρική. Ο Θεός να τον έχει πάντα καλά. Ακόμα η κ.Χατζήβεη ευχαρίστησε τα μέλη και τους φίλους των ""Ανθρώπων αγάπης"" που είναι πάντα κοντά και βοηθούν το έργο στην Ελλάδα και τον κόσμο. Ο Επίσκοπος ευχαρίστησε τους ""Ανθρώπους αγάπης"" για τη βοήθειά τους στις χώρες της Αφρικής και ιδιαίτερα για το Δημοτικό σχολείο που ίδρυσαν στο Μπουρούντι που φοιτούν 650 παιδιά και για την ανάγκη να γίνει το Γυμνάσιο για τα παιδιά που τελειώνουν το Δημοτικό. Υποσχεθήκαμε στον Επίσκοπο να προσπαθήσουμε. Ακόμα προσφέραμε χρήματα για ένα πασχαλινό γεύμα στα παιδιά του σχολείου μας στο Μπουρούντι, στους γονείς τους και στους φυλακισμένους στη Μπουζουμπούρα.",Ελλάδα,News,2016,Ελλάδα,Επίσκεψη κ.Ιννοκέντιου 30-3-16_20.jpg,
ΠΡΑΚΤΙΚΟ ΔΙΟΙΚΗΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ ΤΗΣ ΟΡΓΑΝΩΣΗΣ ΜΕ ΤΗΝ ΕΠΩΝΥΜΙΑ ''ΑΝΘΡΩΠΟΙ ΑΓΑΠΗΣ'' της 12ης ΜΑΡΤΙΟΥ 2016 ΓΙΑ ΤΗΝ ΣΥΓΚΡΟΤΗΣΗ ΣΕ ΣΩΜΑ,"Στην Ν. Χαλκηδόνα σήμερα την 19/3/2016 ημέρα Σάββατο και ώρα 15.00 μ.μ. επί της οδού Αγ. Αναργύρων 11 συνήλθαν τα νεοεκλεγέντα από την Γενική Συνέλευση της 12ης Μαρτίου 2016 μέλη του Διοικητικού Συμβουλίου της μη κερδοσκοπικής οργάνωσης με την επωνυμία «Άνθρωποι Αγάπης».
Στη συνεδρίαση παρέστησαν:1. Γεωργία Χατζήβεη του Ιωάννη.
2. Σμαράγδα Τσίχλη του Στυλιανού-Γεωργίου.
3.  Ερμιόνη  Δημητροπούλου του Ιωάννου
4.  Ιωάννα-Νεκταρία Κυριαζή του Κωνσταντίνου
5. Ελένη Πατσουλέ του Γεωργίου
Διαπιστώθηκε απαρτία και άρχισε η συνεδρίασή του.
1:  Συγκρότηση σε σώμα του Διοικητικού Συμβουλίου και εκλογή Προέδρου, Αντιπροέδρου, Γενικού Γραμματέα και Ταμία .
         Η εκ των μελών του Διοικητικού Συμβουλίου κα Γεωργία Χατζήβεη εκθέτει ότι οι παρόντες εξελέγησαν από την Γενική Συνέλευση της 12ης Μαρτίου 2016 ως μέλη του Διοικητικού Συμβουλίου, το οποίο θα διοικήσει την οργάνωση για την επόμενη τριετία.
     Μετά τα ανωτέρω το Διοικητικό Συμβούλιο της οργάνωσης συγκροτείται σε σώμα, διεξαχθείσης δε μεταξύ των μελών του σχετικής ψηφοφορίας εκλέγεται ομόφωνα η κα Γεωργία Χατζήβεη του Ιωάννη ως Πρόεδρος αυτού για ολόκληρο το διάστημα της θητείας των μελών του Δ.Σ., Αντιπρόεδρος η κ. Σμαράγδα Τσίχλη του Στυλιανού-Γεωργίου, Γενικός Γραμματέας η κ.Ιωάννα-Νεκταρία Κυριαζή  του Κωνσταντίνου, Ταμίας η Ερμιόνη  Δημητροπούλου  και Μέλος η κ.Ελένη Πατσουλέ για το ίδιο χρονικό διάστημα.
     Έτσι το Διοικητικό Συμβούλιο το οποίο θα διοικήσει την μη κερδοσκοπική οργάνωση με την επωνυμία «Άνθρωποι Αγάπης» μέχρι την Τακτική Γενική Συνέλευση που θα εγκρίνει τις ετήσιες οικονομικές καταστάσεις της χρήσεως που λήγει την 31/12/2016, συγκροτείται σε σώμα ως εξής:
1. Γεωργία Χατζήβεη του Ιωάννη, κάτοικος  Ν.  Φιλαδέλφειας, οδός  Αδάνων 17, γεννηθείσα το 1947 με αρ.ταυτ. Ι 349342/31.5.1973 Τ.Α. Ν. Φιλαδέλφειας, Πρόεδρος του Διοικητικού Συμβουλίου.

Σμαράγδα Τσίχλη του Στυλιανού-Γεωργίου, κάτοικος Αμαρουσίου, οδός Βασ.Αλεξάνδρου 16Α, γεννηθείσα το 1972 με αρ.ταυτ. Χ 587081/25.8.2003 Τ.Α. Αμαρουσίου, Αντιπρόεδρος του Διοικητικού Συμβουλίου.
Ιωάννα-Νεκταρία Κυριαζή του Κωνσταντίνου, κάτοικος Ν. Φιλαδέλφειας, οδός Ζαίμη 18, γεννηθείσα το 1974 με αρ.ταυτ. Π. 323862, Γενική Γραμματέας.
Ερμιόνη Δημητροπούλου του Ιωάννου, κάτοικος  Αθηνών  οδός Τσαμαδού 4 γεννηθείσα το 1940  με αρ. ταυτ. Α Ζ  627701 Ταμίας.
Ελένη Πατσουλέ του Γεωργίου, κάτοικος Ζωγράφου, οδός Παπαδιαμαντοπούλου 97, γεννηθείσα το 1962 με αρ.ταυτ. Λ 290096, μέλος του Διοικητικού Συμβουλίου.
Το Διοικητικό Συμβούλιο μετά από πρόταση της Προέδρου αυτού εξουσιοδοτεί τον ταμία του Διοικητικού Συμβουλίου να ενεργεί εισπράξεις, πληρωμές, καταθέσεις και αναλήψεις και γενικά ό,τι ορίζεται από το άρθρο 11.5 αυτού, από την Εθνική Τράπεζα.
Μετά από αυτό και εφόσον δεν υπάρχει άλλο θέμα, λύεται η συνεδρίαση του Διοικητικού Συμβουλίου.
Η Πρόεδρος                H Γενική  Γραμματέας               Η Ταμίας
Γεωργία Χατζήβεη        Ιωάννα-Νεκταρία Κυριαζή        Ερμιόνη  Δημητροπούλου     
Η Ανιπρόεδρος                                Μέλος
Σμαράγδα Τσίχλη                         Ελένη Πατσουλέ",Ελλάδα,News,ΟΡΓΑΝΙΣΜΟΣ,Ελλάδα,,
ΠΡΑΚΤΙΚΟ ΔΙΟΙΚΗΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ ΤΗΣ ΟΡΓΑΝΩΣΗΣ ΜΕ ΤΗΝ ΕΠΩΝΥΜΙΑ ''ΑΝΘΡΩΠΟΙ ΑΓΑΠΗΣ'' της 16ης ΜΑΡΤΙΟΥ 2013 ΓΙΑ ΤΗΝ ΣΥΓΚΡΟΤΗΣΗ ΣΕ ΣΩΜΑ,"Στην Ν. Χαλκηδόνα την 23/3/2013 ημέρα Σάββατο και ώρα 15.00 μ.μ. επί της οδού Αγ. Αναργύρων 11 συνήλθαν τα νεοεκλεγέντα από την Γενική Συνέλευση της 9ης Μαρτίου 2013 μέλη του Διοικητικού Συμβουλίου της μη κερδοσκοπικής οργάνωσης με την επωνυμία «Άνθρωποι Αγάπης».
Στη συνεδρίαση παρέστησαν:
1. Γεωργία Χατζήβεη του Ιωάννη.
2. Σμαράγδα Τσίχλη του Στυλιανού-Γεωργίου.
3. Στέλλα Χαλεπάκη του Νικολάου.
4. Ιωάννα-Νεκταρία Κυριαζή του Κωνσταντίνου
5. Ελένη Πατσουλέ του Γεωργίου
Διαπιστώθηκε απαρτία και άρχισε η συνεδρίασή του.
1: Συγκρότηση σε σώμα του Διοικητικού Συμβουλίου και εκλογή Προέδρου, Αντιπροέδρου, Γενικού Γραμματέα και Ταμία .
Η εκ των μελών του Διοικητικού Συμβουλίου κα Γεωργία Χατζήβεη εκθέτει ότι οι παρόντες εξελέγησαν από την Γενική Συνέλευση της 9ης Μαρτίου 2013 ως μέλη του Διοικητικού Συμβουλίου, το οποίο θα διοικήσει την οργάνωση για την επόμενη τριετία.
Μετά τα ανωτέρω το Διοικητικό Συμβούλιο της οργάνωσης συγκροτείται σε σώμα, διεξαχθείσης δε μεταξύ των μελών του σχετικής ψηφοφορίας εκλέγεται ομόφωνα η κα Γεωργία Χατζήβεη του Ιωάννη ως Πρόεδρος αυτού για ολόκληρο το διάστημα της θητείας των μελών του Δ.Σ., Αντιπρόεδρος η κ. Σμαράγδα Τσίχλη του Στυλιανού-Γεωργίου, Γενικός Γραμματέας η κ.Ιωάννα-Νεκταρία Κυριαζή του Κωνσταντίνου, Ταμίας η κ.Στέλλα Χαλεπάκη και Μέλος η κ.Ελένη Πατσουλέ για το ίδιο χρονικό διάστημα.
Έτσι το Διοικητικό Συμβούλιο το οποίο θα διοικήσει την μη κερδοσκοπική οργάνωση με την επωνυμία «Άνθρωποι Αγάπης» μέχρι την Τακτική Γενική Συνέλευση που θα εγκρίνει τις ετήσιες οικονομικές καταστάσεις της χρήσεως που λήγει την 31/12/2015, συγκροτείται σε σώμα ως εξής:
1. Γεωργία Χατζήβεη του Ιωάννη, Πρόεδρος του Διοικητικού Συμβουλίου.
2. Σμαράγδα Τσίχλη του Στυλιανού-Γεωργίου, Αντιπρόεδρος του Διοικητικού Συμβουλίου.
3. Ιωάννα-Νεκταρία Κυριαζή του Κωνσταντίνου,Γενική Γραμματέας.
4. Στέλλα Χαλεπάκη του,η οποία έλαβε 32 ψήφους
5. Ελένη Πατσουλέ του Γεωργίου, μέλος του Διοικητικού Συμβουλίου
Το Διοικητικό Συμβούλιο μετά από πρόταση της Προέδρου αυτού εξουσιοδοτεί τον ταμία του Διοικητικού Συμβουλίου να ενεργεί εισπράξεις, πληρωμές, καταθέσεις και αναλήψεις και γενικά ό,τι ορίζεται από το άρθρο 11.5 αυτού, από την ΕΘΝΙΚΗ ΤΡΑΠΕΖΑ.",Ελλάδα,News,2013,ΟΡΓΑΝΙΣΜΟΣ,,
ΠΡΟΣΚΛΗΣΗ,"Για να πούμε ευχαριστώ σ’ εσάς τους αγαπημένους μας φίλους
εθελοντές για την αγάπη και την προσφορά σας,
να βρεθούμε ξανά μαζί, να περάσουμε μαζί λίγες όμορφες ώρες,
κοντά στον καλό μας Επίσκοπο Μπουρούντι – Ρουάντα κ.Ιννοκέντιο
που μας βοηθάει στο έργο μας στην Αφρική, σας
              ΠΡΟΣΚΑΛΟΥΜΕ
την Τετάρτη 30 Μαρτίου  2016 και ώρα 6.00΄μ.μ.
στη ΣΧΟΛΗ ΧΑΤΖΗΒΕΗ Αδάνων 17 Ν. Φιλαδέλφεια, δίπλα στο Άλσος Νέας Φιλαδέλφειας, μπροστά από το γήπεδο της ΑΕΚ.
Ελάτε με τους φίλους και τις φίλες σας.
Παρακαλούμε απαντήστε μας αν θα είστε κοντά μας έως τη Δευτέρα 28/3/16
Τηλέφωνο επικοινωνίας 6979793693, 2102511371
ή στο info@lovepeople.gr

Με όλη μου την αγάπη
Η πρόεδρος
Γεωργία Χατζήβεη",Ελλάδα,News,2016,Ελλάδα,,
Πρώτα έργα τέχνης,"Σας παρουσιάζουμε με ιδιαίτερη χαρά τα πρώτα μας ""έργα τέχνης"", του προγράματος ¨"" Η τέχνη της πλεκτικής "" που θα γίνουν δώρα στα ασυνόδευτα παιδιά προσφύγων στην Ελλάδα.

Νιώθουμε πολύ όμορφα, συντροφιά με φίλους, δημιουργούμε, προσφέρουμε και δεν ξεχνάμε ότι η προσφορά είναι υπέροχη έκφραση αγάπης και η αγάπη η πηγή κάθε χαράς, κάθε δημιουργίας.

Περιμένουμε κοντά μας. όλους τους καλούς μας φίλους.",Ελλάδα,News,2016,Ελλάδα,DSC02482.JPG,
Απάντηση σε επιστολή της Ορθόδοξη Εκκλησία στη Ρουάντα,"Ευχαριστούμε για τα καλά σας λόγια.
Αγαπάμε αληθινά με την καρδιά μας τον επίσκοπο Μπουρούντι-Ρουάντα κ.Ιννικέντιο, που αγωνίζεται για τα παιδιά και τους ανθρώπους στη Ρουάντα που διψούν για Ορθοδοξία. Και προσευχόμαστε ο Θεός να τον έχει πάντα καλά. Θα προσπαθήσουμε να βοηθήσουμε το Ιεραποστολικί του έργο και το δικό σας έργο.

Με όλη μου την αγάπη
Η Πρόεδρος 
Γεωργία Χατζήβεη

Ακολουθεί το μήνυμα που λάβαμε από τη Ρουάντα

Dear Georgia, 
His Grace Bishop Innocentios Byakatonda with the blessing of His Beatitude Pope and Patriarch Theodoros has ordained Deacon Panaotis Priesthood. The ordination took place in Eastern Province Rwanda, this 09/ November 2014 in Rwabutazi , Kirehe District. The newly ordained Father Panaotis will serve the Newly Baptized faithful in Rwabutazi. 
May God grant him many years.
And I take this opportunity to tell you that we have heard good things you have done in Burundi about helping the saving groups associations and the poor in general. For that we demand your support to our saving groups association in Rwamagana. Rwamagana in one of 9 orthodox communities i.e Kaziba, Rwabutazi, Gashongora, Kiungo, Nyarusange, Rwamagana, Gishari, Nyagasambu and Nyamata. And Rwamagana has started the Saving program after Kaziba. And we demand to be under your consideration. We have formed 2 groups in Rwamagana 25 people  the first group and 23 other group. The size of our community is about 100 people in general, 4 were baptized and others are receiving the teachings about Orthodox.  the And with the blessing of His Grace Bishop Innocentios Byakatonda, I am the one who is the Leader of Rwamagana community and who is charge of Public and Relations in Orthodox Church in Rwanda, Diocese of Burundi and Rwanda.  I am also translator and interpreter as you have seen in Ordination photos I sent you on attachment. 
Reported by Servant TUYISENGE HAMILCAR ANASTASIOS 
Public and Relation Officer ,
Orthodox Church in Rwanda, Orthodox Diocese , Diocese of Burundi and Rwanda

Αγαπητή Γεωργία,

Ο Θεοφιλέστατος Επίσκοπος Innocentios Byakatonda με την ευλογία του Μακαριωτάτου Πάπα και Πατριάρχη Θεόδωρο έχει χειροτονήθηκε Διάκονος Panaotis Ιεροσύνη. Η χειροτονία έγινε στην Ανατολική Ρουάντα, αυτό το 09 / Νοέμβριος 2014 Rwabutazi, Kirehe District. Το πρόσφατα χειροτονήθηκε Πατέρας Panaotis θα εξυπηρετήσει τα νεοφώτιστα πιστοί στην Rwabutazi.

Είθε ο Θεός να του χορηγήσει πολλά χρόνια.

Και δράττομαι της ευκαιρίας να σας πω ότι έχουμε ακούσει καλά πράγματα που έχετε κάνει στο Μπουρούντι για τη βοήθεια των ενώσεων ομάδες αποταμίευσης και των φτωχών γενικότερα. Γι 'αυτό ζητάμε την υποστήριξή σας σε ομάδες εξοικονόμηση μας ένωσης στην Ρουαμαγκάνα. Ρουαμαγκάνα σε ένα από τα 9 ορθόδοξων κοινοτήτων δηλαδή Kaziba, Rwabutazi, Gashongora, Kiungo, Nyarusange, Ρουαμαγκάνα, Gishari, Nyagasambu και Νυαμάτα. Και Ρουαμαγκάνα έχει ξεκινήσει το πρόγραμμα Εξοικονόμηση μετά Kaziba. Και απαιτούμε να είναι υπό εξέταση σας. Έχουμε σχηματίσει 2 ομάδες στην Ρουαμαγκάνα 25 άτομα την πρώτη ομάδα και 23 άλλη ομάδα. Το μέγεθος της κοινότητας μας είναι περίπου 100 ανθρώπους σε γενικές γραμμές, 4 βαφτίστηκαν και οι άλλοι λαμβάνουν τις διδασκαλίες για το Ορθόδοξο. η Και με την ευλογία του τον Θεοφιλέστατο Επίσκοπο Innocentios Byakatonda, εγώ είμαι αυτός που είναι ο ηγέτης της Ρουαμαγκάνα κοινότητας και ο οποίος είναι υπεύθυνος Δημοσίων Σχέσεων και στην Ορθόδοξη Εκκλησία στη Ρουάντα, Επισκοπή Μπουρούντι και τη Ρουάντα. Είμαι επίσης μεταφραστής και διερμηνέας, όπως έχετε δει στο Χειροτονία φωτογραφίες που σας έστειλε στο συνημμένο.

Αναφέρθηκαν από Υπηρέτης TUYISENGE HAMILCAR ΑΝΑΣΤΑΣΙΟΣ

Δημόσια και τον Υπεύθυνο Σχέσεων,

Ορθόδοξη Εκκλησία στη Ρουάντα, Ορθόδοξη Επισκοπή, Επισκοπή Μπουρούντι και Ρουάντας",Ρουαντα,News,2016,Ρουαντα,DSC_9485.JPG,
 «Μαθαίνω και προσφέρω» Ένα ελπιδοφόρο πρόγραμμα των «Ανθρώπων αγάπης» σε συνεργασία με τη ΜΚΟ  « ΜΕΤΑδραση» για το πρόγραμμα του Ιδρύματος Μποδοσάκη «Ασυνόδευτα ανήλικα παιδιά προσφύγων στην Ελλάδα» ,"Το νέο μας πρόγραμμα «Μαθαίνω και προσφέρω» πιστεύουμε θα μας δώσει την ευκαιρία να μάθουμε να δημιουργούμε πολλά όμορφα πράγματα, χρήσιμα για μας, την οικογένειά μας αλλά και τους συνανθρώπους μας, που περιμένουν την αγάπη μας. Ξεκινήσαμε το πρώτο μας μάθημα τη Δευτέρα 15-2-16 με το πρόγραμμα «Η τέχνη της πλεκτικής».
Η δασκάλα μας κ.Ευαγγελία Κατημερτζή από το «Ράβε-ξύλωνε» μας δίδαξε με αγάπη, με καλοσύνη με πολλή χαρά, να δημιουργούμε τα πρώτα μας μικρά έργα τέχνης.
Προσπαθούμε με χαρά γιατί όταν θα μάθουμε καλά την τέχνη της πλεκτικής, θα ξεκινήσουμε να πλέκουμε χρήσιμα πράγματα, σκουφιά, γάντια, κασκόλ, μπλούζες, ζακέτες, πουλόβερ, κουβέρτες  για τα ασυνόδευτα παιδιά από τη Συρία.
Νιώθουμε δυνατή χαρά που θα μπορέσουμε να κάνουμε κάτι γι’ αυτά τα παιδιά, τα δικά μας παιδιά, τα παιδιά του θεού.",Ελλάδα,News,2016,Ελλάδα,,
Οικογένειες και νέοι άνθρωποι,"Οι «‘Άνθρωποι αγάπης» ξεκινούν ένα νέο πρόγραμμα, μια προσπάθεια με σκοπό να βοηθήσουμε τις οικογένειες με μικρά παιδιά που θα ήθελαν έναν καλό άνθρωπο στο σπίτι τους, για βοήθεια στο μεγάλωμα των παιδιών τους ή για βοήθεια στην προετοιμασία των μαθημάτων του σχολείου τους ή για βοήθειά στις ξένες γλώσσες που επιλέγουν να μάθουν.
 Και συγχρόνως να βοηθήσουμε καλούς νέους και νέες για να βρουν πλήρη ή μερική απασχόληση σε καλές οικογένειες. 
Όσες οικογένειες, νέοι ή νέες ενδιαφέρονται, μπορούν να επικοινωνήσουν μαζί μας στο e-mail Georgia@xatzivei.gr ή στα τηλέφωνα 2102511371 και 6979793693.",Ελλάδα,News,2016,Ελλάδα,,
"Πρόγραμμα ""Help for help""","Ο αγαπητός μας π. Δημήτριος εφαρμόζει με αγάπη και σεβασμό το πρόγραμμα ""Help for help"" (βοήθεια για βοήθεια) από το καλοκαίρι του 2014 για τα παιδιά και τους συνανθρώπους μας στην Ουβίρα του Κονγκό στην πολύ φτωχική αυτή πόλη, που ο π. Δημήτριος με μεγάλη αγάπη δικονεί.
Ο Θεός να του δίνει δύναμη να συνεχίζει το όμορφο έργο που με τόση αφοσίωση έχει αρχίσει.
Ακολουθεί το e-mail του π.Δημητρίου

Dear mama Gerogia,
God Bless you ! I have just received the CODES for the transfert you have done; thanks a lot.
The program is going well, at 80% I may say, because four (4) of the five(5) women are still working succesfully and only one forsook the activity.
The Organisation Saint Basile for Developpment of East Congo ( OSBDEC)  is also going ahead with the agriculture activities. I will provide you more details nextly.
Please pray for us, we'll do the same for you.
Blessings of God be with you!

Αγαπητή μαμά Γεωργία,
Ο Θεός να σε ευλογεί. Μόλις έλαβα τους κωδικούς για τη μεταφορά που κάνατε. Ευχαριστώ πολύ. Το πρόγραμμαπάει καλά, μπορώ να πω κατά 80%, γιατί 4 από τις 5 γυναίκες εξακολουθούν να εργάζονται με επιτυχία και μόνο μία εγκατέλειψε τη δραστηριότητα. Ο Οργανισμός Αγίου βασιλείου για Ανάπτυξη του Ανατολικού Κοωγκό (OSBDEC) επίσης πηγαίνει μπροστά με τις γεωργικές δραστηριότητες. Θα σας δώσω περισσότερες λεπτομέρειες αργότερα.
Παρακαλώ προσευχηθείτε για μας, θα κάνουμε το ίδιο κι εμείς για σας.
Οι ευλογίες του θεού να είναι μαζί σας

Π. Δημήτριος",Κονγκo,News,2016,Κονγκo,,
Διδασκαλία πλεκτικής τέχνης,"Σας καλούμε στη διδασκαλία πλεκτικής τέχνης που ξεκινάμε τη Δευτέρα 15/2/16 στις 5.30μ.μ. στη Σχολή Χατζήβεη. Εμείς θα έχουμε νήματα, βελόνες και βελονάκια.
Εσείς ελάτε μόνο με την καλή σας καρδιά και την καλή σας διάθεση.
Με χαρά θα σας περιμένουμε!

Η πρόεδρος
Γεωργία Χατζήβεη",Ελλάδα,News,2016,Ελλάδα,,
